LDAP-Display-Name	Default-Object-Category	
rIDManagerReference	0	
rIDNextRID	0	
rIDPreviousAllocationPool	0	
rIDSetReferences	0	
rIDUsedPool	0	
rightsGuid	0	
roleOccupant	0	
roomNumber	0	
rootTrust	0	
rpcNsAnnotation	0	
rpcNsBindings	0	
rpcNsCodeset	0	
rpcNsEntryFlags	0	
rpcNsGroup	0	
rpcNsInterfaceID	0	
rpcNsObjectID	0	
rpcNsPriority	0	
rpcNsProfileEntry	0	
rpcNsTransferSyntax	0	
sAMAccountName	0	
sAMAccountType	0	
samDomainUpdates	0	
schedule	0	
schemaFlagsEx	0	
schemaIDGUID	0	
schemaInfo	0	
schemaUpdate	0	
schemaVersion	0	
scopeFlags	0	
scriptPath	0	
sDRightsEffective	0	
searchFlags	0	
searchGuide	0	
secretary	0	
securityIdentifier	0	
seeAlso	0	
seqNotification	0	
serialNumber	0	
serverName	0	
serverReference	0	
serverReferenceBL	0	
serverRole	0	
serverState	0	
serviceBindingInformation	0	
serviceClassID	0	
serviceClassInfo	0	
serviceClassName	0	
serviceDNSName	0	
serviceDNSNameType	0	
serviceInstanceVersion	0	
servicePrincipalName	0	
setupCommand	0	
shellContextMenu	0	
shellPropertyPages	0	
shortServerName	0	
showInAddressBook	0	
showInAdvancedViewOnly	0	
sIDHistory	0	
signatureAlgorithms	0	
siteGUID	0	
siteLinkList	0	
siteList	0	
siteObject	0	
siteObjectBL	0	
siteServer	0	
mailAddress	0	
sPNMappings	0	
st	0	
street	0	
structuralObjectClass	0	
subClassOf	0	
subRefs	0	
subSchemaSubEntry	0	
superScopeDescription	0	
superScopes	0	
superiorDNSRoot	0	
supplementalCredentials	0	
supportedApplicationContext	0	
sn	0	
syncAttributes	0	
syncMembership	0	
syncWithObject	0	
syncWithSID	0	
systemAuxiliaryClass	0	
systemFlags	0	
systemMayContain	0	
systemMustContain	0	
systemOnly	0	
systemPossSuperiors	0	
telephoneNumber	0	
teletexTerminalIdentifier	0	
telexNumber	0	
primaryTelexNumber	0	
templateRoots	0	
terminalServer	0	
co	0	
textEncodedORAddress	0	
timeRefresh	0	
timeVolChange	0	
title	0	
tombstoneLifetime	0	
transportAddressAttribute	0	
transportDLLName	0	
transportType	0	
treatAsLeaf	0	
treeName	0	
trustAttributes	0	
trustAuthIncoming	0	
trustAuthOutgoing	0	
trustDirection	0	
trustParent	0	
trustPartner	0	
trustPosixOffset	0	
trustType	0	
uASCompat	0	
uid	0	
uNCName	0	
unicodePwd	0	
uniqueIdentifier	0	
uniqueMember	0	
unstructuredAddress	0	
unstructuredName	0	
upgradeProductCode	0	
uPNSuffixes	0	
userAccountControl	0	
userCert	0	
comment	0	
userParameters	0	
userPassword	0	
userClass	0	
userPKCS12	0	
userPrincipalName	0	
userSharedFolder	0	
userSharedFolderOther	0	
userSMIMECertificate	0	
userWorkstations	0	
uSNChanged	0	
uSNCreated	0	
uSNDSALastObjRemoved	0	
USNIntersite	0	
uSNLastObjRem	0	
uSNSource	0	
validAccesses	0	
vendor	0	
versionNumber	0	
versionNumberHi	0	
versionNumberLo	0	
volTableGUID	0	
volTableIdxGUID	0	
volumeCount	0	
wbemPath	0	
wellKnownObjects	0	
whenChanged	0	
whenCreated	0	
winsockAddresses	0	
wWWHomePage	0	
url	0	
x121Address	0	
x500uniqueIdentifier	0	
userCertificate	0	
unixUserPassword	0	
uidNumber	0	
gidNumber	0	
gecos	0	
unixHomeDirectory	0	
loginShell	0	
shadowLastChange	0	
shadowMin	0	
shadowMax	0	
shadowWarning	0	
shadowInactive	0	
shadowExpire	0	
shadowFlag	0	
memberUid	0	
memberNisNetgroup	0	
nisNetgroupTriple	0	
ipServicePort	0	
ipServiceProtocol	0	
ipProtocolNumber	0	
oncRpcNumber	0	
ipHostNumber	0	
ipNetworkNumber	0	
ipNetmaskNumber	0	
macAddress	0	
bootParameter	0	
bootFile	0	
nisMapName	0	
nisMapEntry	0	
msSFU30SearchContainer	0	
msSFU30KeyAttributes	0	
msSFU30FieldSeparator	0	
msSFU30IntraFieldSeparator	0	
msSFU30SearchAttributes	0	
msSFU30ResultAttributes	0	
msSFU30MapFilter	0	
msSFU30MasterServerName	0	
msSFU30OrderNumber	0	
msSFU30Name	0	
msSFU30Aliases	0	
msSFU30KeyValues	0	
msSFU30NisDomain	0	
msSFU30Domains	0	
msSFU30YpServers	0	
msSFU30MaxGidNumber	0	
msSFU30MaxUidNumber	0	
msSFU30NSMAPFieldPosition	0	
msSFU30PosixMember	0	
msSFU30PosixMemberOf	0	
msSFU30NetgroupHostAtDomain	0	
msSFU30NetgroupUserAtDomain	0	
msSFU30IsValidContainer	0	
msSFU30CryptMethod	0	
msTSProfilePath	0	
msTSHomeDirectory	0	
msTSHomeDrive	0	
msTSAllowLogon	0	
msTSRemoteControl	0	
msTSMaxDisconnectionTime	0	
msTSMaxConnectionTime	0	
msTSMaxIdleTime	0	
msTSReconnectionAction	0	
msTSBrokenConnectionAction	0	
msTSConnectClientDrives	0	
msTSConnectPrinterDrives	0	
msTSDefaultToMainPrinter	0	
msTSWorkDirectory	0	
msTSInitialProgram	0	
msTSEndpointData	0	
msTSEndpointType	0	
msTSEndpointPlugin	0	
msTSPrimaryDesktop	0	
msTSSecondaryDesktops	0	
msTSPrimaryDesktopBL	0	
msTSSecondaryDesktopBL	0	
msTSProperty01	0	
msTSProperty02	0	
msTSExpireDate	0	
msTSExpireDate2	0	
msTSExpireDate3	0	
msTSExpireDate4	0	
msTSLicenseVersion	0	
msTSLicenseVersion2	0	
msTSLicenseVersion3	0	
msTSLicenseVersion4	0	
msTSManagingLS	0	
msTSManagingLS2	0	
msTSManagingLS3	0	
msTSManagingLS4	0	
msTSLSProperty01	0	
msTSLSProperty02	0	
msDFSR-DisablePacketPrivacy	0	
msDFSR-DefaultCompressionExclusionFilter	0	
msDFSR-OnDemandExclusionFileFilter	0	
msDFSR-OnDemandExclusionDirectoryFilter	0	
msDFSR-Options2	0	
msDFSR-CommonStagingPath	0	
msDFSR-CommonStagingSizeInMb	0	
msDFSR-StagingCleanupTriggerInPercent	0	
msDFS-Commentv2	0	
msDFS-GenerationGUIDv2	0	
msDFS-LastModifiedv2	0	
msDFS-LinkIdentityGUIDv2	0	
msDFS-LinkPathv2	0	
msDFS-LinkSecurityDescriptorv2	0	
msDFS-NamespaceIdentityGUIDv2	0	
msDFS-Propertiesv2	0	
msDFS-SchemaMajorVersion	0	
msDFS-SchemaMinorVersion	0	
msDFS-ShortNameLinkPathv2	0	
msDFS-TargetListv2	0	
msDFS-Ttlv2	0	
msDS-BridgeHeadServersUsed	0	
account	3112	
classSchema	3113	
aCSPolicy	3115	
aCSResourceLimits	3117	
aCSSubnet	3119	
addressBookContainer	3121	
addressTemplate	3123	
applicationEntity	3125	
applicationProcess	3127	
applicationSettings	3129	
applicationSiteSettings	3131	
applicationVersion	3133	
builtinDomain	3136	
categoryRegistration	3138	
certificationAuthority	3140	
classRegistration	3142	
classStore	3145	
comConnectionPoint	3147	
computer	3149	
configuration	3151	
connectionPoint	3153	
contact	3155	
person	3155	
container	3157	
controlAccessRight	3159	
country	3161	
cRLDistributionPoint	3163	
crossRef	3165	
crossRefContainer	3167	
device	3169	
dfsConfiguration	3171	
dHCPClass	3173	
displaySpecifier	3175	
displayTemplate	3177	
dnsNode	3180	
dnsZone	3182	
document	3184	
documentSeries	3186	
domain	3188	
domainDNS	3188	
domainPolicy	3190	
domainRelatedObject	3192	
dSUISettings	3194	
dSA	3196	
dynamicObject	3198	
fileLinkTracking	3200	
fileLinkTrackingEntry	3202	
foreignSecurityPrincipal	3204	
friendlyCountry	3206	
fTDfs	3208	
group	3210	
groupOfNames	3212	
groupOfUniqueNames	3214	
groupPolicyContainer	3216	
indexServerCatalog	3218	
inetOrgPerson	3155	
infrastructureUpdate	3221	
intellimirrorGroup	3223	
intellimirrorSCP	3225	
interSiteTransport	3227	
interSiteTransportContainer	3229	
ipsecBase	3231	
ipsecFilter	3233	
ipsecISAKMPPolicy	3235	
ipsecNegotiationPolicy	3237	
ipsecNFA	3239	
ipsecPolicy	3241	
leaf	3243	
licensingSiteSettings	3245	
linkTrackObjectMoveTable	3247	
linkTrackOMTEntry	3249	
linkTrackVolEntry	3251	
linkTrackVolumeTable	3253	
locality	3255	
lostAndFound	3257	
mailRecipient	3259	
meeting	3261	
msCOM-Partition	3263	
msCOM-PartitionSet	3265	
msDS-App-Configuration	3267	
msDS-AppData	3269	
msDS-AzAdminManager	3271	
msDS-AzApplication	3273	
msDS-AzOperation	3275	
msDS-AzRole	3277	
msDS-AzScope	3279	
msDS-AzTask	3281	
msDS-OptionalFeature	3283	
msDS-PasswordSettings	3285	
msDS-PasswordSettingsContainer	3287	
msDS-QuotaContainer	3289	
msDS-QuotaControl	3291	
msDS-ManagedServiceAccount	3293	
msExchConfigurationContainer	3295	
msDFSR-LocalSettings	3297	
msDFSR-Subscriber	3299	
msDFSR-Subscription	3301	
msDFSR-GlobalSettings	3303	
msDFSR-ReplicationGroup	3305	
msDFSR-Content	3307	
msDFSR-ContentSet	3309	
msDFSR-Topology	3311	
msDFSR-Member	3313	
msDFSR-Connection	3315	
msieee80211-Policy	3317	
msImaging-PSPs	3319	
msImaging-PostScanProcess	3321	
msPrint-ConnectionPolicy	3323	
msPKI-Enterprise-Oid	3325	
msPKI-Key-Recovery-Agent	3327	
mS-SQL-SQLServer	3329	
mS-SQL-OLAPServer	3331	
mS-SQL-SQLRepository	3333	
mS-SQL-SQLPublication	3335	
mS-SQL-SQLDatabase	3337	
mS-SQL-OLAPDatabase	3339	
mS-SQL-OLAPCube	3341	
msTAPI-RtConference	3343	
msTAPI-RtPerson	3345	
msWMI-IntRangeParam	3347	
msWMI-IntSetParam	3349	
msWMI-MergeablePolicyTemplate	3351	
msWMI-ObjectEncoding	3353	
msWMI-PolicyTemplate	3355	
msWMI-PolicyType	3357	
msWMI-RangeParam	3359	
msWMI-RealRangeParam	3361	
msWMI-Rule	3363	
msWMI-ShadowObject	3365	
msWMI-SimplePolicyTemplate	3367	
msWMI-Som	3369	
msWMI-StringSetParam	3371	
msWMI-UintRangeParam	3373	
msWMI-UintSetParam	3375	
msWMI-UnknownRangeParam	3377	
msWMI-WMIGPO	3379	
mSMQConfiguration	3381	
msMQ-Custom-Recipient	3383	
mSMQEnterpriseSettings	3385	
msMQ-Group	3387	
mSMQMigratedUser	3389	
mSMQQueue	3391	
mSMQSettings	3393	
mSMQSiteLink	3395	
nTDSConnection	3397	
nTDSDSA	3399	
nTDSDSARO	3401	
nTDSService	3403	
nTDSSiteSettings	3405	
nTFRSMember	3407	
nTFRSReplicaSet	3409	
nTFRSSettings	3411	
nTFRSSubscriber	3413	
nTFRSSubscriptions	3415	
organization	3417	
organizationalPerson	3155	
organizationalRole	3420	
organizationalUnit	3422	
packageRegistration	3424	
physicalLocation	3427	
pKICertificateTemplate	3429	
pKIEnrollmentService	3431	
msPKI-PrivateKeyRecoveryAgent	3433	
printQueue	3435	
queryPolicy	3437	
remoteMailRecipient	3439	
remoteStorageServicePoint	3441	
residentialPerson	3443	
rFC822LocalPart	3445	
rIDManager	3447	
rIDSet	3449	
room	3451	
rpcContainer	3453	
rpcEntry	3455	
rpcGroup	3457	
rpcProfile	3459	
rpcProfileElement	3461	
rpcServer	3463	
rpcServerElement	3465	
rRASAdministrationConnectionPoint	3467	
rRASAdministrationDictionary	3469	
samDomainBase	3471	
samServer	3473	
secret	3475	
securityObject	3477	
securityPrincipal	3479	
server	3481	
serversContainer	3483	
serviceAdministrationPoint	3485	
serviceClass	3487	
serviceConnectionPoint	3489	
serviceInstance	3491	
simpleSecurityObject	3493	
site	3495	
siteLink	3497	
siteLinkBridge	3499	
sitesContainer	3501	
storage	3503	
subnet	3505	
subnetContainer	3507	
top	3510	
trustedDomain	3512	
typeLibrary	3514	
user	3155	
volume	3517	
posixAccount	3519	
shadowAccount	3521	
posixGroup	3523	
ipService	3525	
ipProtocol	3527	
oncRpc	3529	
ipHost	3531	
ipNetwork	3533	
nisNetgroup	3535	
nisMap	3537	
nisObject	3539	
ieee802Device	3541	
bootableDevice	3543	
msSFU30MailAliases	3545	
msSFU30NetId	3547	
msSFU30DomainInfo	3549	
msSFU30NetworkUser	3551	
msSFU30NISMapConfig	3553	
ms-net-ieee-80211-GroupPolicy	3555	
ms-net-ieee-8023-GroupPolicy	3557	
msFVE-RecoveryInformation	3559	
msDFS-DeletedLinkv2	3561	
msDFS-Linkv2	3563	
msDFS-NamespaceAnchor	3565	
msDFS-Namespacev2	3567	
addressBookRoots2	0	
globalAddressList2	0	
templateRoots2	0	
samDomain	3573	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
	0	
